Number Of Letters,Number of Sentences,Number of Tokens,Number of Unique Words,Number of syllables,Number of Tokens with More Than 2 Syllables,Mean Sentence Length in Letters,Mean Sentence Length in Syllables,Mean Sentence Length in Tokens,Number of Word Tokens (excluding punctuation and numbers),Number of Word Tokens (including Punctuation and Numbers),Number of Word Types,Number of Word Types (excluding Punctuation and numbers),Number of Word Types (including Punctuation and Numbers),Number of Word Types with More Than 2 Syllables,Percentage of Tokens with More Than 2 Syllables,Percentage of Word Types with More Than 2 Syllables,Proficiency
1225,15,259,85,519,140,81.6666666666667,34.6,17.2666666666667,257,285,129,129,135,101,0.540540540540541,0.726618705035971,1
1140,22,249,71,469,132,51.8181818181818,21.3181818181818,11.3181818181818,248,273,115,115,119,89,0.530120481927711,0.674242424242424,1
934,26,237,93,403,123,35.9230769230769,15.5,9.11538461538461,236,267,126,127,132,93,0.518987341772152,0.678832116788321,1
493,10,115,41,224,66,49.3,22.4,11.5,113,129,64,62,68,47,0.573913043478261,0.691176470588235,1
336,5,93,27,145,41,67.2,29,18.6,93,102,45,45,47,26,0.440860215053763,0.530612244897959,1
331,3,73,40,147,46,110.333333333333,49,24.3333333333333,73,78,51,51,55,39,0.63013698630137,0.75,1
539,10,142,62,238,64,53.9,23.8,14.2,142,163,81,82,86,51,0.450704225352113,0.6,1
257,7,73,41,120,34,36.7142857142857,17.1428571428571,10.4285714285714,73,80,50,50,51,33,0.465753424657534,0.622641509433962,1
675,14,169,80,312,92,48.2142857142857,22.2857142857143,12.0714285714286,168,183,101,100,103,79,0.544378698224852,0.759615384615385,1
530,11,131,61,238,69,48.1818181818182,21.6363636363636,11.9090909090909,131,143,81,82,84,60,0.526717557251908,0.697674418604651,1
555,12,132,79,236,69,46.25,19.6666666666667,11,132,147,94,95,98,65,0.522727272727273,0.670103092783505,1
697,11,160,69,298,93,63.3636363636364,27.0909090909091,14.5454545454545,158,186,95,97,103,68,0.58125,0.673267326732673,1
748,14,161,70,327,93,53.4285714285714,23.3571428571429,11.5,159,177,97,96,100,78,0.577639751552795,0.764705882352941,1
824,20,229,82,384,114,41.2,19.2,11.45,227,253,112,112,116,86,0.497816593886463,0.704918032786885,1
736,20,184,56,328,92,36.8,16.4,9.2,184,210,91,93,95,67,0.5,0.663366336633663,1
324,10,81,43,144,44,32.4,14.4,8.1,81,97,57,58,60,39,0.54320987654321,0.629032258064516,1
408,6,101,50,183,50,68,30.5,16.8333333333333,100,113,65,64,69,46,0.495049504950495,0.676470588235294,1
755,13,181,66,340,100,58.0769230769231,26.1538461538462,13.9230769230769,181,199,99,99,103,79,0.552486187845304,0.759615384615385,1
1826,22,428,115,785,231,83,35.6818181818182,19.4545454545455,428,466,185,187,193,149,0.539719626168224,0.741293532338308,1
1064,17,244,95,446,125,62.5882352941176,26.2352941176471,14.3529411764706,236,278,138,133,147,97,0.512295081967213,0.673611111111111,1
1141,15,263,115,512,155,76.0666666666667,34.1333333333333,17.5333333333333,262,288,146,147,152,122,0.5893536121673,0.797385620915033,1
1645,18,364,145,708,210,91.3888888888889,39.3333333333333,20.2222222222222,344,416,203,189,210,158,0.576923076923077,0.748815165876777,1
690,12,168,75,311,93,57.5,25.9166666666667,14,167,199,97,96,103,74,0.553571428571429,0.74,1
669,9,145,69,297,79,74.3333333333333,33,16.1111111111111,145,161,88,89,91,69,0.544827586206897,0.758241758241758,1
214,6,48,29,97,30,35.6666666666667,16.1666666666667,8,48,60,36,36,41,26,0.625,0.684210526315789,1
377,7,92,39,173,53,53.8571428571429,24.7142857142857,13.1428571428571,92,102,57,57,60,42,0.576086956521739,0.666666666666667,1
614,18,154,73,272,85,34.1111111111111,15.1111111111111,8.55555555555556,153,182,94,93,97,71,0.551948051948052,0.689320388349515,1
695,12,149,77,280,85,57.9166666666667,23.3333333333333,12.4166666666667,149,191,100,103,110,74,0.570469798657718,0.672727272727273,1
282,7,80,36,133,38,40.2857142857143,19,11.4285714285714,80,99,47,50,57,32,0.475,0.581818181818182,1
669,14,172,70,297,96,47.7857142857143,21.2142857142857,12.2857142857143,172,210,96,97,101,75,0.558139534883721,0.735294117647059,1
658,16,145,66,290,77,41.125,18.125,9.0625,144,163,89,90,95,67,0.531034482758621,0.697916666666667,1
398,10,94,50,183,60,39.8,18.3,9.4,94,112,67,67,73,54,0.638297872340426,0.75,1
1095,14,264,78,466,142,78.2142857142857,33.2857142857143,18.8571428571429,264,305,120,121,128,96,0.537878787878788,0.744186046511628,1
800,15,187,79,338,99,53.3333333333333,22.5333333333333,12.4666666666667,186,212,112,111,118,78,0.529411764705882,0.666666666666667,1
894,17,241,74,402,120,52.5882352941176,23.6470588235294,14.1764705882353,241,272,113,114,121,89,0.49792531120332,0.717741935483871,1
602,6,141,64,268,72,100.333333333333,44.6666666666667,23.5,141,156,82,85,89,64,0.51063829787234,0.735632183908046,1
590,12,134,68,262,80,49.1666666666667,21.8333333333333,11.1666666666667,134,180,88,88,93,70,0.597014925373134,0.752688172043011,1
432,14,115,41,190,64,30.8571428571429,13.5714285714286,8.21428571428571,115,128,60,60,61,43,0.556521739130435,0.671875,1
897,21,236,69,425,127,42.7142857142857,20.2380952380952,11.2380952380952,231,274,104,103,112,84,0.538135593220339,0.75,1
561,9,141,71,248,79,62.3333333333333,27.5555555555556,15.6666666666667,141,162,91,91,95,70,0.560283687943262,0.736842105263158,1
914,23,226,85,401,125,39.7391304347826,17.4347826086957,9.82608695652174,223,257,119,117,127,91,0.553097345132743,0.7109375,1
460,10,125,45,211,63,46,21.1,12.5,125,153,64,67,72,45,0.504,0.633802816901408,1
1029,25,268,84,440,136,41.16,17.6,10.72,268,319,125,127,135,97,0.507462686567164,0.713235294117647,1
869,18,224,64,394,120,48.2777777777778,21.8888888888889,12.4444444444444,218,298,106,103,114,80,0.535714285714286,0.683760683760684,1
765,10,153,81,321,91,76.5,32.1,15.3,149,181,103,100,109,81,0.594771241830065,0.757009345794392,1
665,12,144,58,294,95,55.4166666666667,24.5,12,144,166,81,82,86,70,0.659722222222222,0.795454545454545,1
459,10,110,43,197,52,45.9,19.7,11,109,129,65,67,74,44,0.472727272727273,0.602739726027397,1
828,15,216,66,376,118,55.2,25.0666666666667,14.4,213,248,106,104,113,78,0.546296296296296,0.690265486725664,1
661,11,174,73,282,74,60.0909090909091,25.6363636363636,15.8181818181818,170,192,93,96,104,62,0.425287356321839,0.607843137254902,1
435,10,125,50,197,66,43.5,19.7,12.5,125,143,63,66,69,43,0.528,0.632352941176471,1
344,7,80,41,155,45,49.1428571428571,22.1428571428571,11.4285714285714,80,95,54,54,59,38,0.5625,0.678571428571429,1
391,8,97,47,176,55,48.875,22,12.125,97,110,63,63,68,44,0.56701030927835,0.676923076923077,1
436,11,99,40,189,62,39.6363636363636,17.1818181818182,9,99,112,60,60,63,44,0.626262626262626,0.698412698412698,1
768,8,166,72,336,89,96,42,20.75,166,191,96,97,101,72,0.536144578313253,0.712871287128713,1
760,12,186,69,340,101,63.3333333333333,28.3333333333333,15.5,186,203,98,99,102,74,0.543010752688172,0.725490196078431,1
619,5,154,68,274,78,123.8,54.8,30.8,152,169,93,91,97,64,0.506493506493506,0.666666666666667,1
1312,16,303,107,567,162,82,35.4375,18.9375,302,334,151,152,157,127,0.534653465346535,0.79874213836478,1
786,12,178,88,351,101,65.5,29.25,14.8333333333333,178,198,111,111,117,82,0.567415730337079,0.719298245614035,1
691,15,170,77,308,89,46.0666666666667,20.5333333333333,11.3333333333333,169,197,104,103,107,80,0.523529411764706,0.714285714285714,1
757,9,172,72,329,103,84.1111111111111,36.5555555555556,19.1111111111111,168,206,101,97,106,79,0.598837209302326,0.766990291262136,1
804,10,185,89,361,117,80.4,36.1,18.5,185,219,111,111,117,95,0.632432432432432,0.833333333333333,1
1064,22,263,95,476,147,48.3636363636364,21.6363636363636,11.9545454545455,263,287,134,135,137,108,0.55893536121673,0.744827586206897,1
1092,21,275,120,482,146,52,22.952380952381,13.0952380952381,272,312,156,155,164,116,0.530909090909091,0.698795180722892,1
2050,29,463,189,912,267,70.6896551724138,31.448275862069,15.9655172413793,463,576,248,252,260,199,0.576673866090713,0.74812030075188,1
1106,24,271,98,497,139,46.0833333333333,20.7083333333333,11.2916666666667,271,324,135,138,144,105,0.512915129151292,0.695364238410596,1
1042,11,234,75,446,119,94.7272727272727,40.5454545454545,21.2727272727273,229,281,107,107,115,80,0.508547008547009,0.701754385964912,1
1759,33,426,129,749,224,53.3030303030303,22.6969696969697,12.9090909090909,423,478,188,192,198,158,0.525821596244131,0.759615384615385,1
857,21,199,96,369,110,40.8095238095238,17.5714285714286,9.47619047619048,192,234,126,119,130,96,0.552763819095477,0.711111111111111,1
1276,13,302,103,559,157,98.1538461538462,43,23.2307692307692,301,330,149,149,155,124,0.519867549668874,0.784810126582278,1
2089,22,433,112,879,238,94.9545454545455,39.9545454545455,19.6818181818182,433,484,183,186,191,154,0.549653579676674,0.785714285714286,1
708,8,153,55,297,79,88.5,37.125,19.125,153,180,81,82,87,61,0.516339869281046,0.693181818181818,1
2531,43,566,150,1166,321,58.8604651162791,27.1162790697674,13.1627906976744,566,633,232,234,239,198,0.567137809187279,0.785714285714286,1
554,8,126,37,246,58,69.25,30.75,15.75,123,139,63,60,69,44,0.46031746031746,0.666666666666667,1
2741,32,550,131,1168,310,85.65625,36.5,17.1875,520,648,230,212,240,185,0.563636363636364,0.764462809917355,1
496,4,122,61,214,58,124,53.5,30.5,122,141,80,81,85,50,0.475409836065574,0.602409638554217,1
777,11,164,79,338,90,70.6363636363636,30.7272727272727,14.9090909090909,163,181,100,101,106,78,0.548780487804878,0.722222222222222,1
1081,8,238,91,467,136,135.125,58.375,29.75,237,273,129,129,136,98,0.571428571428571,0.725925925925926,1
741,9,160,71,326,92,82.3333333333333,36.2222222222222,17.7777777777778,159,185,95,98,104,73,0.575,0.715686274509804,1
1071,22,245,103,478,138,48.6818181818182,21.7272727272727,11.1363636363636,243,284,142,143,149,117,0.563265306122449,0.764705882352941,1
512,12,130,45,236,69,42.6666666666667,19.6666666666667,10.8333333333333,130,161,68,69,75,49,0.530769230769231,0.671232876712329,1
988,23,210,84,424,130,42.9565217391304,18.4347826086957,9.1304347826087,210,268,124,125,134,99,0.619047619047619,0.733333333333333,1
612,6,156,68,271,71,102,45.1666666666667,26,156,176,88,89,93,61,0.455128205128205,0.67032967032967,1
646,9,163,44,294,92,71.7777777777778,32.6666666666667,18.1111111111111,163,192,72,72,76,53,0.56441717791411,0.697368421052632,1
1207,18,341,83,530,161,67.0555555555556,29.4444444444444,18.9444444444444,341,413,143,145,153,102,0.472140762463343,0.662337662337662,1
917,11,226,71,403,122,83.3636363636364,36.6363636363636,20.5454545454545,226,254,113,113,117,88,0.539823008849557,0.733333333333333,1
694,9,179,59,304,94,77.1111111111111,33.7777777777778,19.8888888888889,179,211,92,93,99,63,0.525139664804469,0.63,1
992,9,231,92,427,119,110.222222222222,47.4444444444444,25.6666666666667,230,266,123,124,131,94,0.515151515151515,0.723076923076923,1
1429,32,375,140,620,187,44.65625,19.375,11.71875,374,457,200,203,210,146,0.498666666666667,0.654708520179372,1
1879,17,450,137,808,212,110.529411764706,47.5294117647059,26.4705882352941,450,520,193,196,201,150,0.471111111111111,0.735294117647059,1
994,18,245,91,422,122,55.2222222222222,23.4444444444444,13.6111111111111,243,291,135,135,143,94,0.497959183673469,0.630872483221476,1
583,17,146,61,262,94,34.2941176470588,15.4117647058824,8.58823529411765,145,180,81,81,87,59,0.643835616438356,0.670454545454545,1
351,8,83,52,154,47,43.875,19.25,10.375,83,93,61,62,65,42,0.566265060240964,0.65625,1
984,13,222,103,434,136,75.6923076923077,33.3846153846154,17.0769230769231,222,284,133,136,141,105,0.612612612612613,0.729166666666667,1
562,17,130,65,257,73,33.0588235294118,15.1176470588235,7.64705882352941,130,159,83,84,91,64,0.561538461538462,0.727272727272727,1
807,13,213,94,357,114,62.0769230769231,27.4615384615385,16.3846153846154,213,284,126,127,133,93,0.535211267605634,0.694029850746269,1
563,16,134,58,249,69,35.1875,15.5625,8.375,133,170,79,81,86,56,0.514925373134328,0.658823529411765,1
119,4,49,31,47,11,29.75,11.75,12.25,47,61,38,38,46,10,0.224489795918367,0.238095238095238,1
781,10,187,73,339,86,78.1,33.9,18.7,186,227,102,102,107,72,0.459893048128342,0.654545454545455,1
281,5,64,41,124,37,56.2,24.8,12.8,64,75,48,48,52,33,0.578125,0.6875,1
300,5,73,41,136,39,60,27.2,14.6,72,79,54,53,56,33,0.534246575342466,0.589285714285714,1
321,4,80,42,141,41,80.25,35.25,20,77,98,58,57,63,37,0.5125,0.596774193548387,1
640,13,161,45,307,100,49.2307692307692,23.6153846153846,12.3846153846154,160,205,77,77,82,59,0.62111801242236,0.719512195121951,1
365,5,89,45,159,48,73,31.8,17.8,89,99,60,60,62,38,0.539325842696629,0.622950819672131,1
226,5,52,30,94,30,45.2,18.8,10.4,51,65,39,38,43,27,0.576923076923077,0.675,1
754,10,174,70,357,103,75.4,35.7,17.4,174,209,97,97,102,76,0.591954022988506,0.775510204081633,1
785,13,168,83,340,103,60.3846153846154,26.1538461538462,12.9230769230769,168,209,107,107,113,85,0.613095238095238,0.752212389380531,1
909,14,207,106,387,126,64.9285714285714,27.6428571428571,14.7857142857143,207,255,138,138,142,106,0.608695652173913,0.741258741258741,1
489,9,116,48,219,61,54.3333333333333,24.3333333333333,12.8888888888889,115,128,69,68,71,50,0.525862068965517,0.694444444444444,1
472,6,112,43,228,61,78.6666666666667,38,18.6666666666667,112,132,66,66,71,47,0.544642857142857,0.661971830985915,1
614,15,167,67,266,75,40.9333333333333,17.7333333333333,11.1333333333333,167,189,92,92,94,62,0.449101796407186,0.645833333333333,1
554,10,132,68,254,76,55.4,25.4,13.2,132,164,83,85,89,65,0.575757575757576,0.730337078651685,1
607,12,158,54,270,75,50.5833333333333,22.5,13.1666666666667,158,170,83,83,86,57,0.474683544303797,0.633333333333333,1
434,12,109,37,193,58,36.1666666666667,16.0833333333333,9.08333333333333,107,126,61,59,65,43,0.532110091743119,0.651515151515151,1
837,12,194,65,364,108,69.75,30.3333333333333,16.1666666666667,194,240,99,99,104,69,0.556701030927835,0.650943396226415,1
819,17,202,86,359,104,48.1764705882353,21.1176470588235,11.8823529411765,201,232,115,115,120,84,0.514851485148515,0.694214876033058,1
257,4,62,31,114,31,64.25,28.5,15.5,60,67,43,42,46,26,0.5,0.577777777777778,1
946,19,221,88,404,113,49.7894736842105,21.2631578947368,11.6315789473684,221,244,118,120,125,86,0.51131221719457,0.682539682539683,1
461,7,107,50,212,62,65.8571428571429,30.2857142857143,15.2857142857143,106,123,67,66,72,52,0.579439252336449,0.742857142857143,1
601,8,148,51,258,75,75.125,32.25,18.5,148,164,80,82,86,56,0.506756756756757,0.651162790697674,1
255,6,61,36,119,39,42.5,19.8333333333333,10.1666666666667,61,75,43,44,47,32,0.639344262295082,0.695652173913043,1
478,10,100,59,206,60,47.8,20.6,10,100,116,72,72,76,54,0.6,0.710526315789474,1
284,7,66,44,126,36,40.5714285714286,18,9.42857142857143,66,74,52,52,54,35,0.545454545454545,0.636363636363636,1
650,16,154,73,286,88,40.625,17.875,9.625,154,174,96,97,101,76,0.571428571428571,0.723809523809524,1
389,13,83,46,156,57,29.9230769230769,12,6.38461538461539,83,102,59,60,63,47,0.686746987951807,0.758064516129032,1
596,17,135,61,260,81,35.0588235294118,15.2941176470588,7.94117647058824,135,158,86,87,91,65,0.6,0.684210526315789,1
539,16,136,55,234,69,33.6875,14.625,8.5,136,155,76,76,80,54,0.507352941176471,0.683544303797468,1
449,14,116,66,201,62,32.0714285714286,14.3571428571429,8.28571428571429,115,135,78,78,83,54,0.53448275862069,0.666666666666667,1
476,14,119,49,205,60,34,14.6428571428571,8.5,117,136,73,72,78,51,0.504201680672269,0.653846153846154,1
524,17,123,67,227,64,30.8235294117647,13.3529411764706,7.23529411764706,122,148,83,83,88,58,0.520325203252033,0.659090909090909,1
832,11,192,88,348,109,75.6363636363636,31.6363636363636,17.4545454545455,189,207,116,114,121,87,0.567708333333333,0.725,1
846,21,192,96,362,112,40.2857142857143,17.2380952380952,9.14285714285714,191,219,123,123,127,89,0.583333333333333,0.679389312977099,1
678,11,159,72,290,91,61.6363636363636,26.3636363636364,14.4545454545455,158,183,100,99,105,76,0.572327044025157,0.723809523809524,1
510,8,115,45,219,67,63.75,27.375,14.375,115,129,67,68,71,49,0.582608695652174,0.680555555555556,1
504,9,122,52,220,57,56,24.4444444444444,13.5555555555556,121,135,71,71,74,49,0.467213114754098,0.653333333333333,1
495,9,118,57,215,61,55,23.8888888888889,13.1111111111111,118,134,77,78,83,52,0.516949152542373,0.65,1
813,20,185,65,344,109,40.65,17.2,9.25,184,206,100,100,103,78,0.589189189189189,0.709090909090909,1
755,17,177,70,315,98,44.4117647058824,18.5294117647059,10.4117647058824,175,195,99,99,104,70,0.553672316384181,0.673076923076923,1
384,10,90,38,169,46,38.4,16.9,9,89,99,54,54,57,36,0.511111111111111,0.642857142857143,1
460,14,112,57,198,66,32.8571428571429,14.1428571428571,8,112,128,76,77,81,55,0.589285714285714,0.6875,1
988,16,237,98,435,119,61.75,27.1875,14.8125,237,260,132,133,136,103,0.50210970464135,0.735714285714286,1
561,10,124,63,239,75,56.1,23.9,12.4,124,139,80,80,82,63,0.604838709677419,0.759036144578313,1
980,13,241,96,429,128,75.3846153846154,33,18.5384615384615,241,261,129,131,133,98,0.531120331950207,0.715328467153285,1
561,12,141,54,252,77,46.75,21,11.75,140,157,78,78,82,58,0.546099290780142,0.698795180722892,1
348,9,93,40,161,45,38.6666666666667,17.8888888888889,10.3333333333333,93,106,56,57,59,38,0.483870967741935,0.633333333333333,1
537,8,126,64,233,70,67.125,29.125,15.75,126,139,83,83,85,63,0.555555555555556,0.732558139534884,1
849,17,219,81,374,111,49.9411764705882,22,12.8823529411765,216,243,122,120,125,84,0.506849315068493,0.636363636363636,1
357,7,90,46,157,48,51,22.4285714285714,12.8571428571429,88,99,62,60,64,43,0.533333333333333,0.661538461538462,1
545,10,133,58,246,78,54.5,24.6,13.3,133,146,81,83,87,61,0.586466165413534,0.709302325581395,1
332,5,77,38,138,37,66.4,27.6,15.4,76,88,50,50,53,34,0.480519480519481,0.62962962962963,1
750,14,173,72,318,90,53.5714285714286,22.7142857142857,12.3571428571429,173,191,99,100,102,72,0.520231213872832,0.672897196261682,1
791,18,194,82,360,105,43.9444444444444,20,10.7777777777778,194,223,109,110,114,80,0.541237113402062,0.695652173913043,1
1128,21,268,104,495,160,53.7142857142857,23.5714285714286,12.7619047619048,268,296,150,150,155,115,0.597014925373134,0.727848101265823,1
444,7,119,38,203,57,63.4285714285714,29,17,119,131,57,58,62,36,0.478991596638655,0.6,1
623,13,160,54,271,85,47.9230769230769,20.8461538461538,12.3076923076923,160,175,86,87,91,58,0.53125,0.630434782608696,1
650,15,147,67,290,82,43.3333333333333,19.3333333333333,9.8,145,167,89,89,97,66,0.557823129251701,0.709677419354839,1
474,9,102,60,211,61,52.6666666666667,23.4444444444444,11.3333333333333,102,113,73,74,77,53,0.598039215686274,0.688311688311688,1
569,11,141,69,244,65,51.7272727272727,22.1818181818182,12.8181818181818,141,152,89,91,93,59,0.460992907801418,0.608247422680412,1
289,5,69,35,136,44,57.8,27.2,13.8,69,74,47,47,48,35,0.63768115942029,0.74468085106383,1
654,12,134,67,277,82,54.5,23.0833333333333,11.1666666666667,134,153,88,89,91,71,0.611940298507463,0.763440860215054,1
475,7,113,42,214,67,67.8571428571429,30.5714285714286,16.1428571428571,113,121,61,63,65,48,0.592920353982301,0.716417910447761,1
747,14,181,91,335,96,53.3571428571429,23.9285714285714,12.9285714285714,180,201,109,110,113,83,0.530386740331492,0.728070175438597,1
995,20,246,99,430,132,49.75,21.5,12.3,243,270,142,141,146,108,0.536585365853659,0.710526315789474,1
